ID,Character,English,English_IPA,Anzellan,Anzellan_IPA,Mixed_25,Mixed_25_IPA,Mixed_50,Mixed_50_IPA,Mixed_75,Mixed_75_IPA
vilo_guest_adult_waves,Vilo,Yes yes. Hello.,ie̯s ie̯s. ˈhalo.,"Nad nad,. Adega.","nad nad,. ˈadeɡa.",Nad nad. Hello.,nad nad. ˈhalo.,Nad nad. Hello.,nad nad. ˈhalo.,Nad yes yes.,nad ie̯s ie̯s.
vilo_guest_eating_popcorn,Vilo,Yuck! Popcorn. Gross!,ˈiak! ˈpapkon. ɡwos!,aaxe! Popokorna! Koko!,ˈaaʃe! poˈpokowna! ˈkoko!,Aaxe! nixena! gross!,ˈaaʃe! ˈniʃena! ɡwos!,Waba nixena! Gross!,ˈwaba ˈniʃena! ɡwos!,Ni-xena! So gross!,ˈniʃena! so ɡwos!
vilo_guest_asks_what_creature,Vilo,We Anzellan. Best kind.,wi ˈansellan. best ˈkaind.,Med [anzellan]. Ixenudu.,med [ˈansellan]. iˈʃenudu.,Med anzelan. Best kind.,med ˈanselan. best ˈkaind.,Med anzellan. Best kind.,med ˈansellan. best ˈkaind.,Med best kind!,med best ˈkaind!
vilo_guest_asks_where_are_we,Vilo,Batuu. This is Batuu.,ˈbatuu. dis is ˈbatuu.,Batuu. Ked [batuu].,ˈbatuu. ked [ˈbatuu].,Batuu. Ked Batuu here!,ˈbatuu. ked ˈbatuu ˈhii!,Ked batuu. This Batuu.,ked ˈbatuu. dis ˈbatuu.,Batuu. This Batuu.,ˈbatuu. dis ˈbatuu.
vilo_had_breakfast,Vilo,You just had break! You ate all the Jogan fruit!,ˈiu dʒast had bwei̯k! ˈiu ei̯t ol da ˈdʒoɡan fwut!,Ga-no ipo bano! Ga-no mi gabe da Jogan gona!,ˈɡano ˈipo ˈbano! ˈɡano mi ˈɡabe da ˈdʒoɡan ˈɡona!,Ga-no e mada bok! Ba-na jogan fruit!,ˈɡano e ˈmada bok! ˈbana ˈdʒoɡan fwut!,Ga-no ipo bok! You ate all fruit!,ˈɡano ˈipo bok! ˈiu ei̯t ol fwut!,Ga-no ipo bada! You eat all Jogan fruit!,ˈɡano ˈipo ˈbada! ˈiu it ol ˈdʒoɡan fwut!
vilo_yellow_shirt_like_you,Vilo,"Jibu, the watcher is wearing yellow shirt. Like you!","ˈdʒibu, da ˈwatʃe is ˈwewin ˈie̯lo ʃet. ˈlaik ˈiu!",Jibu! Da watcher po ha-mi biba kapa. Miga mi e-va!,ˈdʒibu! da ˈwatʃe po ˈhami ˈbiba ˈkapa. ˈmiɡa mi ˈeva!,"Jibu, da wawa ba-xina da shita basa-kapa! Like you!","ˈdʒibu, da ˈwawa ˈbaʃina da ˈshita baˈsakapa! ˈlaik ˈiu!","Jibu, ked-po djoid mo da kapa gami. Like you!","ˈdʒibu, ˈkedpo dʒoi̯d mo da ˈkapa ˈɡami. ˈlaik ˈiu!","Jibu, da watcher is wearing yellow shirt. Like you!","ˈdʒibu, da ˈwatʃe is ˈwewin ˈie̯lo ʃet. ˈlaik ˈiu!"
vilo_guest_yellow_shirt,Vilo,"Jibu, the Offworlders are wearing yellow.","ˈdʒibu, da ˈoffwowldews ˈaa ˈwewin ˈie̯lo.","Jibu, da offworld-ad ba xina-be kapa.","ˈdʒibu, da ˈoffwowldad ba ˈʃinabe ˈkapa.","Jibu, ta banada-kapa yellow.","ˈdʒibu, ta banaˈdakapa ˈie̯lo.","Jibu, da waba xo yellow broken.","ˈdʒibu, da ˈwaba ʃo ˈie̯lo ˈbwokan.",Da ka-en-ta po-wa yellow wear!,da ˈkaenta ˈpowa ˈie̯lo ˈwee!
vilo_brown_shirt_important,Vilo,Offworlder has a brown shirt. So does Vilo. We very important.,ˈoffwowldew has a ˈbwaun ʃet. so das ˈvilo. wi ˈvewi ˈimpotant.,Ipo bama caxa ka kusa. Ipo Vilo va kusa ede. Ixena dega.,ˈipo ˈbama ˈkaksa ka ˈkusa. ˈipo ˈvilo va ˈkusa ˈede. ˈiʃena ˈdeɡa.,Ba-na waba apo da fisa. We very important. Ba-na waba da Vilu.,ˈbana ˈwaba ˈapo da ˈfisa. wi ˈvewi ˈimpotant. ˈbana ˈwaba da ˈvilu.,Med ud va. Offworlder has brown shirt. Vilo too.,med ud va. ˈoffwowldew has ˈbwaun ʃet. ˈvilo tu.,Ba gapa ipo ka kape kapa. Offworlder has brown shirt. We very important.,ba ˈɡapa ˈipo ka ˈkape ˈkapa. ˈoffwowldew has ˈbwaun ʃet. wi ˈvewi ˈimpotant.
vilo_respect_elders,Vilo,Hey! Respect your elders.,hei̯! ˈwispekt ˈioo ˈeldes.,Hei! Ba dega mi banida.,hei̯! ba ˈdeɡa mi ˈbanida.,Hei! Dega penal elders!,hei̯! ˈdeɡa ˈpinal ˈeldes!,"Dega, boda! Respect elders!","ˈdeɡa, ˈboda! ˈwispekt ˈeldes!","Adega, respect your elders!","ˈadeɡa, ˈwispekt ˈioo ˈeldes!"
vilo_guest_hair_nice,Vilo,"Oh, A' DEG A! Hair very nice!","o, a' deɡ a! ˈhee ˈvewi ˈnais!","Oh, adega! Xiba mumuba ixa!","oh, ˈadeɡa! ˈʃiba ˈmumuba ˈiʃa!","Oh, adega! Xe mu-xina nice hair!","o, ˈadeɡa! ʃe ˈmuʃina ˈnais ˈhee!","Oh, adega! Hair very nice!","o, ˈadeɡa! ˈhee ˈvewi ˈnais!",Adega! Hair very nice!,ˈadeɡa! ˈhee ˈvewi ˈnais!
vilo_guest_nice_hair,Vilo,You have nice hair. Nice like my beard.,ˈiu hav ˈnais ˈhee. ˈnais ˈlaik ˈmai bid.,Buma e ixena biba. Ixena la-mi beded.,ˈbuma e ˈiʃena ˈbiba. ˈiʃena ˈlami ˈbeded.,E-va buma ixena biba. Nice like my beard.,ˈeva ˈbuma ˈiʃena ˈbiba. ˈnais ˈlaik ˈmai bid.,Ixena bi po mi bina. You have nice hair.,ˈiʃena bi po mi ˈbina. ˈiu hav ˈnais ˈhee.,E buma ixena. Nice hair you have! Like my beard.,e ˈbuma ˈiʃena. ˈnais ˈhee ˈiu hav! ˈlaik ˈmai bid.
vilo_guest_blue_hair_coruscant,Vilo,"Oh, blue hair! Very popular on Coruscant.","o, blu ˈhee! ˈvewi paˈpiale an ˈkowuskant.","Ah, xina biba-po! Mu-miga ba Coruscant.","ah, ˈʃina ˈbibapo! ˈmumiɡa ba ˈkowuskant.",Axe kapa biba! Very popular!,aks ˈkapa ˈbiba! ˈvewi paˈpiale!,Abe kapa! Very popular on Coruscant.,ei̯b ˈkapa! ˈvewi paˈpiale an ˈkowuskant.,Biba kapa! Very popular on Coruscant.,ˈbiba ˈkapa! ˈvewi paˈpiale an ˈkowuskant.
vilo_guest_thank_you,Vilo,Thank you.,tank ˈiu.,Dega-mi-e.,deˈɡamie.,Dega-mi-e thanks!,deˈɡamie tanks!,Dega-mi-e thanks,deˈɡamie tanks,Dega-mi-e thank you,deˈɡamie tank ˈiu
vilo_guest_get_out,Vilo,Get outta here. We're working.,ɡet ˈuta ˈhii. ˈwii ˈwekin.,Ba pa ked. Med bexa.,ba pa ked. med ˈbeʃa.,Nie ba ked! Work!,nie̯ ba ked! wek!,Get outta! Nie ba!,ɡet ˈuta! nie̯ ba!,Nie ba geta! We working now!,nie̯ ba ˈɡeta! wi ˈwekin ˈnau!
vilo_think_of_my_shirt,Vilo,Hey... Whaddya guys think of my shirt?,hei̯... ˈwaddia ˈɡais tink av ˈmai ʃet?,Hei... Li bana e ed va lami pepa?,hei̯... li ˈbana e ed va ˈlami ˈpepa?,Hei... Li bana mi shirt?,hei̯... li ˈbana mi ʃet?,Hei... Li bana e mi my shirt?,hei̯... li ˈbana e mi ˈmai ʃet?,Hei! What think you guys shirt my?,hei̯! wat tink ˈiu ˈɡais ʃet ˈmai?
vilo_guest_my_shirt,Vilo,What do you think of my new shirt?,wat du ˈiu tink av ˈmai nu ʃet?,Li bana e mi no fida waba?,li ˈbana e mi no ˈfida ˈwaba?,Li bana-mi da kapa moga bano? New shirt?,li ˈbanami da ˈkapa ˈmoɡa ˈbano? nu ʃet?,Li bana mi? My new shirt!,li ˈbana mi? ˈmai nu ʃet!,"Li bana my new shirt, what?","li ˈbana ˈmai nu ʃet, wat?"
vilo_guest_move_along,Vilo,Move along.,muv ˈalon.,Bama xe,ˈbama ʃe,Ba ba go,ba ba ɡo,Ba go.,ba ɡo.,Ba ba go away!,ba ba ɡo ˈawei̯!
vilo_guest_not_cute,Vilo,"No no no, Vilo STRONG and INTIMIDATING!","no no no, ˈvilo stwon and intiˈmidei̯tin!","Nie nie nie, Vilu xe xe, xe gode!","nie̯ nie̯ nie̯, ˈvilu ʃe ʃe, ʃe ˈɡode!","Nie nie nie, Vilu strong and INTIMIDATING!","nie̯ nie̯ nie̯, ˈvilu stwon and intiˈmidei̯tin!","Nie nie nie, Vilu strong and intimidating!","nie̯ nie̯ nie̯, ˈvilu stwon and intiˈmidei̯tin!","Nie nie no no no, Vilu strong intimidating!","nie̯ nie̯ no no no, ˈvilu stwon intiˈmidei̯tin!"
vilo_guest_quotas,Vilo,Don't forget your quotas!,dont ˈfeɡet ˈioo ˈkwotas!,Nie ba bumani e-po pama a da keditu-po!,nie̯ ba ˈbumani ˈepo ˈpama a da keˈditupo!,Nie ba la quotas!,nie̯ ba la ˈkwotas!,Nie ba forget quotas!,nie̯ ba ˈfeɡet ˈkwotas!,Nie ba bo Don't forget quotas!,nie̯ ba bo dont ˈfeɡet ˈkwotas!
vilo_guest_introductions,Vilo,Ignore these two. I'm Vilo. I run this place.,ˈiɡnoo dis tu. ˈaim ˈvilo. ˈai wan dis plei̯s.,Nie la-no da de ked. Mo ipo Vilu. Ga mo mi de anzeli.,nie̯ ˈlano da de ked. mo ˈipo ˈvilu. ɡa mo mi de ˈanseli.,"Nie, la-no de ka. Vilo run!","nie̯, ˈlano de ka. ˈvilo wan!",Nie po-de! I am Vilo. Run this place.,nie̯ ˈpode! ˈai am ˈvilo. wan dis plei̯s.,Bomu! Ignore these two. I'm Vilo. I run this place.,ˈbomu! ˈiɡnoo dis tu. ˈaim ˈvilo. ˈai wan dis plei̯s.
vilo_guest_giveup_1,Vilo,Fine. These orders won't fill themselves...,ˈfain. dis ˈodes wont fil ˈdemselvs...,Ixena. Ket ba ipama-ta.,ˈiʃena. ket ba iˈpamata.,"Ixena. Nie bo ipama-mi-e, won't fill!","ˈiʃena. nie̯ bo ipaˈmamie, wont fil!",Da pene-nie! Won't fill self.,da ˈpenenie̯! wont fil self.,Pudu! These orders no fill self,ˈpudu! dis ˈodes no fil self
vilo_guest_giveup_2,Vilo,"Alright, back to it...","ˈolwait, bak tu it...","nad, o bexa","nad, o ˈbeʃa","O bexa, ba work!","o ˈbeʃa, ba wek!",O bexa! Back it,o ˈbeʃa! bak it,Abobo! Back to it,ˈabobo! bak tu it
vilo_guest_giveup_3,Vilo,Ok. No more time for talking.,ˈokei̯. no ˈmoo ˈtaim ˈfoo ˈtokin.,Nadixe. Nie ud timadib a pena,ˈnadiʃe. nie̯ ud ˈtimadib a ˈpena,Nadixe. Nie ba la no more,ˈnadiʃe. nie̯ ba la no ˈmoo,Ka ud bed! No speak!,ka ud bed! no spik!,No more time for talking. Nie!,no ˈmoo ˈtaim ˈfoo ˈtokin. nie̯!
vilo_guest_what_are_you_doing,Vilo,Very Busy! Too many repairs!,ˈvewi ˈbisi! tu ˈmeni ˈwipes!,abobo ba-ba mo moga,ˈabobo ˈbaba mo ˈmoɡa,Ud babo! Repairs!,ud ˈbabo! ˈwipes!,Ud bexani! Repairs too!,ud ˈbeʃani! ˈwipes tu!,Abobo bexa! Too many repairs!,ˈabobo ˈbeʃa! tu ˈmeni ˈwipes!
vilo_guest_whats_that_droid,Vilo,We fixie. Good as new.,wi ˈfiksie̯. ɡud as nu.,Ga-mo mi. Ixena bo ixena.,ˈɡamo mi. ˈiʃena bo ˈiʃena.,Moga-no med. Good!,ˈmoɡano med. ɡud!,Ba moga med. Good new!,ba ˈmoɡa med. ɡud nu!,Ba mogaxi we fixie good,ba ˈmoɡaʃi wi ˈfiksie̯ ɡud
vilo_guest_hello,Vilo,Oh. A' deg a'.,o. a' deɡ a'.,A aaxe dega a.,a ˈaaʃe ˈdeɡa a.,Oh nad. A' deg a'.,o nad. a' deɡ a'.,Oh nad. Good job!,o nad. ɡud dʒab!,Adega oh yes!,ˈadeɡa o ie̯s!
vilo_guest_youre_so_cute,Vilo,You nice but compliments don't work on me.,ˈiu ˈnais bat ˈkamplaments dont wek an mi.,"E ixena, le dega-ni ga ni mi moga.","e ˈiʃena, le ˈdeɡani ɡa ni mi ˈmoɡa.",E ixena le compliments no work,e ˈiʃena le ˈkamplaments no wek,"You nice, ni ga-do mi.","ˈiu ˈnais, ni ˈɡado mi.",E ixena but compliments no work on me,e ˈiʃena bat ˈkamplaments no wek an mi
vilo_guest_what_type_of_alien,Vilo,We Anzellan.,wi ˈansellan.,Med anzelan.,med ˈanselan.,Med anzelan! We.,med ˈanselan! wi.,Med Anzellan.,med ˈansellan.,Med Anzel. We Anzellan.,med ˈansel. wi ˈansellan.
vilo_guest_babu_frik,Vilo,Everyone always asking about Babu Frick! I. Am. Vilo!,ˈevwiwan ˈolwei̯s ˈaskin ˈabaut ˈbabu fwik! ˈai. am. ˈvilo!,Med po-va li lali udmo a Babu Frick! Mi-xa Vilu!,med ˈpova li ˈlali ˈudmo a ˈbabu fwik! ˈmiʃa ˈvilu!,Udu med li lali fa Babu Frick! I. Am. Vilo!,ˈudu med li ˈlali fa ˈbabu fwik! ˈai. am. ˈvilo!,Haba med udmo! I am Vilo!,ˈhaba med ˈudmo! ˈai am ˈvilo!,"Med udmo, everybody always asking about Babu Frick! I am Vilo!","med ˈudmo, evˈwibadi ˈolwei̯s ˈaskin ˈabaut ˈbabu fwik! ˈai am ˈvilo!"
vilo_guest_mandalorian,Vilo,No Mandalorians here! Not safe.,no mandaˈlowians ˈhii! nat sei̯f.,Nie ked ba Mandalorian! Nie kitepe.,nie̯ ked ba mandaˈlowian! nie̯ ˈkitepe.,Nie ked-ba Mandalorians! Not safe.,nie̯ ˈkedba mandaˈlowians! nat sei̯f.,Nie Mandalorian! Not safe!,nie̯ mandaˈlowian! nat sei̯f!,Nie ked-ba No safe! Mandalorians!,nie̯ ˈkedba no sei̯f! mandaˈlowians!
vilo_guest_what_can_you_do,Vilo,We fix everything! Best in Outer Rim!,wi fiks ˈevwitin! best in ˈaute wim!,Ga-mo mi ga ud!,ˈɡamo mi ɡa ud!,Med ga moga ud! Best Outer Rim!,med ɡa ˈmoɡa ud! best ˈaute wim!,Ba moga med ud! Best Outer Rim!,ba ˈmoɡa med ud! best ˈaute wim!,Ixenudu! We fix all!,iˈʃenudu! wi fiks ol!
vilo_guest_dont_you_take_time_off,Vilo,Many droids to fix! Too many!,ˈmeni dwoi̯ds tu fiks! tu ˈmeni!,Da djoid-ad ba moga! Mu-miga djoid-ad!,da ˈdʒoi̯dad ba ˈmoɡa! ˈmumiɡa ˈdʒoi̯dad!,"Da djoid po-d, many too!","da dʒoi̯d po.d, ˈmeni tu!",Da djoid po-mogad udu! Too many!,da dʒoi̯d ˈpomoɡad ˈudu! tu ˈmeni!,Be djoid! Too many droids!,be dʒoi̯d! tu ˈmeni dwoi̯ds!
vilo_guest_what_are_your_names,Vilo,Me Vilo. Those lazy works Kado and Jibu.,mi ˈvilo. dos ˈlei̯si weks ˈkado and ˈdʒibu.,Mi Vilo. Ked kile bexad Kado le Jibu.,mi ˈvilo. ked ˈkile ˈbeʃad ˈkado le ˈdʒibu.,Ed kile bexad da Kado le Jibu. Lazy works!,ed ˈkile ˈbeʃad da ˈkado le ˈdʒibu. ˈlei̯si weks!,Mi Vilo. Lazy works Kado and Jibu.,mi ˈvilo. ˈlei̯si weks ˈkado and ˈdʒibu.,Mi ipo Vilo. Kado and Jibu lazy works.,mi ˈipo ˈvilo. ˈkado and ˈdʒibu ˈlei̯si weks.
vilo_guest_grogu,Vilo,Grogu? Who dat?,ˈɡwoɡu? hu dat?,Li Grogu? Li ked-ba ipo?,li ˈɡwoɡu? li ˈkedba ˈipo?,Li da Grogu? Who dat?,li da ˈɡwoɡu? hu dat?,Li ipo Grogu? Who dat?,li ˈipo ˈɡwoɡu? hu dat?,Grogu who dat?,ˈɡwoɡu hu dat?
vilo_guest_hugo_durant,Vilo,He just as lazy as Kado.,hi dʒast as ˈlei̯si as ˈkado.,Ipo kile a Kado,ˈipo ˈkile a ˈkado,Ipo kile ka Kado. Too lazy!,ˈipo ˈkile ka ˈkado. tu ˈlei̯si!,Ipo kile ga Kado. Very lazy.,ˈipo ˈkile ɡa ˈkado. ˈvewi ˈlei̯si.,Ipo ile kile he lazy like Kado,ˈipo ˈile ˈkile hi ˈlei̯si ˈlaik ˈkado
vilo_guest_food_truck,Vilo,I like. Shop good business.,ˈai ˈlaik. ʃap ɡud ˈbisnas.,Mi pilaxi. Da waba ixena bema.,mi ˈpilaʃi. da ˈwaba ˈiʃena ˈbema.,Mi miga ixena! Shop good!,mi ˈmiɡa ˈiʃena! ʃap ɡud!,Mi miga. Shop good.,mi ˈmiɡa. ʃap ɡud.,Mi like. Shop good business.,mi ˈlaik. ʃap ɡud ˈbisnas.
vilo_guest_what_are_you_working_on,Vilo,We fix better than anywhere in galaxy.,wi fiks ˈbete dan eˈniwee in ˈɡalaksi.,Med ba moga ixenudu a ta fos!,med ba ˈmoɡa iˈʃenudu a ta fos!,Ba bexani ga-ud pogal da galaxy better,ba ˈbeʃani ˈɡaud ˈpoɡal da ˈɡalaksi ˈbete,Ba bexani migaba med. We fix better.,ba ˈbeʃani ˈmiɡaba med. wi fiks ˈbete.,Ba moga we fix better than anywhere galaxy,ba ˈmoɡa wi fiks ˈbete dan eˈniwee ˈɡalaksi
vilo_guest_what_are_you_building,Vilo,We fix toys. Hard work yes.,wi fiks toi̯s. had wek ie̯s.,"Ga ba bexa da wabad. Bexa apo, nad.","ɡa ba ˈbeʃa da ˈwabad. ˈbeʃa ˈapo, nad.",Ba bexa da waba. Hard work!,ba ˈbeʃa da ˈwaba. had wek!,Ba moga bexad! Hard work yes!,ba ˈmoɡa ˈbeʃad! had wek ie̯s!,Ba moga toys hard work yes,ba ˈmoɡa toi̯s had wek ie̯s
vilo_guest_been_to_food_truck,Vilo,We get food on break work now.,wi ɡet fud an bwei̯k wek ˈnau.,Ba pama med ka a waba-beno bano,ba ˈpama med ka a waˈbabeno ˈbano,Bano ba pama med! Food now!,ˈbano ba ˈpama med! fud ˈnau!,We get food ba buma bano,wi ɡet fud ba ˈbuma ˈbano,Ba pama we get food on break now,ba ˈpama wi ɡet fud an bwei̯k ˈnau
vilo_guest_enjoying_d23,Vilo,Eh. We work better planets than this.,e. wi wek ˈbete ˈplanats dan dis.,"E, bexa ud ixena med dana-ta ked.","e, ˈbeʃa ud ˈiʃena med ˈdanata ked.",Better planets! Med bexa ixena,ˈbete ˈplanats! med ˈbeʃa ˈiʃena,Med bexa ked. Better planets this.,med ˈbeʃa ked. ˈbete ˈplanats dis.,Med bexa better planet than this.,med ˈbeʃa ˈbete ˈplanat dan dis.
vilo_guest_how_liking_earth,Vilo,Bah this planet have too much water.,ba dis ˈplanat hav tu matʃ ˈwote.,Ba beno ked-po muba ipo tumu a wawa-udu!,ba ˈbeno ˈkedpo ˈmuba ˈipo ˈtumu a waˈwaudu!,Nie ket tumu! Too much water.,nie̯ ket ˈtumu! tu matʃ ˈwote.,Bah too much water! Nie tumu ipo mumuba,ba tu matʃ ˈwote! nie̯ ˈtumu ˈipo ˈmumuba,Be mumuba! Too much water here!,be ˈmumuba! tu matʃ ˈwote ˈhii!
vilo_guest_are_you_jedis,Vilo,Of course no.,av kos no.,"Nie, ni","nie̯, ni",Nie no.,nie̯ no.,Nie ixena. No.,nie̯ ˈiʃena. no.,Ni no.,ni no.
vilo_guest_you_look_realistic,Vilo,Of course we do.,av kos wi du.,Na-gami med,ˈnaɡami med,Med gami do,med ˈɡami du,Ga-mi med yes,ˈɡami med ie̯s,Ga-mo yes we do,ˈɡamo ie̯s wi du
vilo_guest_why_working_on_droids,Vilo,What you think droids just build themselves?,wat ˈiu tink dwoi̯ds dʒast bild ˈdemselvs?,Li banada e djoid po-buma va-ipama li?,li ˈbanada e dʒoi̯d ˈpobuma vaˈipama li?,Li bana e droid just build?,li ˈbana e dwoi̯d dʒast bild?,Li bana e djoid go build?,li ˈbana e dʒoi̯d ɡo bild?,Li bana droids build themselves?,li ˈbana dwoi̯ds bild ˈdemselvs?
vilo_guest_you_look_so_good,Vilo,Bah that's gonna go to Kado's head.,ba dats ˈɡana ɡo tu ˈkados hed.,Ba-bo e biba a Kado,ˈbabo e ˈbiba a ˈkado,Ba-mo ipo Babu head.,ˈbamo ˈipo ˈbabu hed.,Da biba-goda ipo! That gonna go!,da biˈbaɡoda ˈipo! dat ˈɡana ɡo!,Ba moga Kado's head go up!,ba ˈmoɡa ˈkados hed ɡo ap!
vilo_guest_youre_so_small,Vilo,Who you call small? Hmm?,hu ˈiu kol smol? hm?,Li e ba penaga bi? Hmm?,li e ba ˈpenaɡa bi? hmm?,Li e-mi biba Who?,li ˈemi ˈbiba hu?,Bana? Who you?,ˈbana? hu ˈiu?,Li e-va Who you call small?,li ˈeva hu ˈiu kol smol?
vilo_guest_youre_so_tiny,Vilo,Hey we not tiny!,hei̯ wi nat ˈtaini!,"Hei, nie po-bi med!","hei̯, nie̯ ˈpobi med!",Mi bi! Not tiny!,mi bi! nat ˈtaini!,Nie bi mi! We not!,nie̯ bi mi! wi nat!,Nie mi not tiny!,nie̯ mi nat ˈtaini!
vilo_guest_the_force,Vilo,No believe in fairytales. Just work.,no ˈbiliv in ˈfewitei̯ls. dʒast wek.,Nie bana e ixena-nie. Ba bexa.,nie̯ ˈbana e iˈʃenanie̯. ba ˈbeʃa.,Nie migaba a bexa! No fairytales!,nie̯ ˈmiɡaba a ˈbeʃa! no ˈfewitei̯ls!,"Nie miga ixena work, no!","nie̯ ˈmiɡa ˈiʃena wek, no!",Nie miga No believe fairytales. Just work.,nie̯ ˈmiɡa no ˈbiliv ˈfewitei̯ls. dʒast wek.
vilo_guest_look_like_ewoks,Vilo,Bah! We no Ewoks!,ba! wi no ˈewoks!,Ba! Nie med ipo Ewoka,ba! nie̯ med ˈipo ˈewoka,Nie mi Ewoks!,nie̯ mi ˈewoks!,"Nie, med no Ewoks!","nie̯, med no ˈewoks!","Nie, we no Ewoks!","nie̯, wi no ˈewoks!"
vilo_guest_is_that_c3po,Vilo,No TC droid. Much better.,no tk dwoi̯d. matʃ ˈbete.,Nie ketaxi da potokol djoid. Ixenudu.,nie̯ ˈketaʃi da ˈpotokol dʒoi̯d. iˈʃenudu.,Da potokol tumunie! Much better.,da ˈpotokol ˈtumunie̯! matʃ ˈbete.,Nie tumunie! Much better!,nie̯ ˈtumunie̯! matʃ ˈbete!,"Nie, no TC droid. Much better!","nie̯, no tk dwoi̯d. matʃ ˈbete!"
vilo_guest_offers_to_help,Vilo,No not paying you too.,no nat ˈpei̯in ˈiu tu.,"Nie nie, ni ba pama e xo mi-udu.","nie̯ nie̯, ni ba ˈpama e ʃo ˈmiudu.","Nie, ga-no ni mi pay!","nie̯, ˈɡano ni mi pei̯!",Nie gapa no paying,nie̯ ˈɡapa no ˈpei̯in,Nie no not paying you too,nie̯ no nat ˈpei̯in ˈiu tu
vilo_guest_says_goodbye,Vilo,Good they leave. Now we finally get work done.,ɡud dei̯ liv. ˈnau wi faˈinali ɡet wek dan.,Ixena ba bo e va. Bano med dega ga bexa.,ˈiʃena ba bo e va. ˈbano med ˈdeɡa ɡa ˈbeʃa.,Now we finally ba bexa!,ˈnau wi faˈinali ba ˈbeʃa!,Ixena da ba mo. Now we get work.,ˈiʃena da ba mo. ˈnau wi ɡet wek.,Ixena ba madeno. Now we do work!,ˈiʃena ba ˈmadeno. ˈnau wi du wek!
vilo_guest_dont_make_me_leave,Vilo,Gotta stay on schedule.,ˈɡata stei̯ an ˈskedʒul.,Ga gami-pe keditu,ɡa ˈɡamipe ˈkeditu,Ga gami schedule,ɡa ˈɡami ˈskedʒul,Ba gami schedule now,ba ˈɡami ˈskedʒul ˈnau,Gami stay on schedule,ˈɡami stei̯ an ˈskedʒul
vilo_guest_bathroom,Vilo,Not here! Refreshers back there.,nat ˈhii! ˈwefweʃews bak ˈdee.,Nie ked! Bexani ked-ba.,nie̯ ked! ˈbeʃani ˈkedba.,Nie ked! Refreshers!,nie̯ ked! ˈwefweʃews!,Nie ked! Refreshers back,nie̯ ked! ˈwefweʃews bak,Nie here! Refreshers back there.,nie̯ ˈhii! ˈwefweʃews bak ˈdee.
vilo_guest_somebodys_cranky,Vilo,I'm not cranky! Bah! Rude!,ˈaim nat ˈkwanki! ba! wud!,"Nie, ipo ni goda! Aaxe! Gode!","nie̯, ˈipo ni ˈɡoda! ˈaaʃe! ˈɡode!",Nie ipo goda! Bah!,nie̯ ˈipo ˈɡoda! ba!,Nie ipo goda! Bah rude!,nie̯ ˈipo ˈɡoda! ba wud!,"Nie ipo goda! No, rude!","nie̯ ˈipo ˈɡoda! no, wud!"
vilo_guest_youre_not_funny,Vilo,Stop! This work time not joke time.,stap! dis wek ˈtaim nat dʒok ˈtaim.,Nie bani! Ked bexa timad nie tu ni poba-ni timad.,nie̯ ˈbani! ked ˈbeʃa ˈtimad nie̯ tu ni ˈpobani ˈtimad.,Stop! Nie ba bexa bano!,stap! nie̯ ba ˈbeʃa ˈbano!,Nie bani bano! Work time not joke,nie̯ ˈbani ˈbano! wek ˈtaim nat dʒok,Nie ba ba work not joke time!,nie̯ ba ba wek nat dʒok ˈtaim!
vilo_guest_youre_rude,Vilo,You distract us from work! Go!,ˈiu ˈdistwakt as fwam wek! ɡo!,Ba ba-na mi fa bexa! Ba!,ba ˈbana mi fa ˈbeʃa! ba!,E-va ba bexa! Go now!,ˈeva ba ˈbeʃa! ɡo ˈnau!,You distract! Ba nie ba!,ˈiu ˈdistwakt! ba nie̯ ba!,E-va stop! You distract us!,ˈeva stap! ˈiu ˈdistwakt as!
vilo_guest_theyre_ignoring_me,Vilo,They have work to do! Bah!,dei̯ hav wek tu du! ba!,Ba bumani bexa ga! Bah!,ba ˈbumani ˈbeʃa ɡa! bah!,Bexa ba ga! Bah!,ˈbeʃa ba ɡa! ba!,Bexa gami da-po! Bah!,ˈbeʃa ˈɡami ˈdapo! ba!,Ba-ga da bexa! You go work!,ˈbaɡa da ˈbeʃa! ˈiu ɡo wek!
vilo_guest_theyre_aliens,Vilo,What dis your first time seeing species from another planet?,wat dis ˈioo fest ˈtaim ˈsiin ˈspiʃis fwam ˈanade ˈplanat?,Li bano da e-ba xin da speesa a fa anzel no?,li ˈbano da ˈeba ʃin da ˈspeesa a fa ˈansel no?,Li be-va xina ipo djoid fa ka timad? First time?,li ˈbeva ˈʃina ˈipo dʒoi̯d fa ka ˈtimad? fest ˈtaim?,Li ba-mi ipo de ka first time?,li ˈbami ˈipo de ka fest ˈtaim?,Li ba-xina your first time see species from anzel epo?,li ˈbaʃina ˈioo fest ˈtaim si ˈspiʃis fwam ˈansel ˈepo?
vilo_guest_lightsabers,Vilo,Did someone say lightsabers?,did ˈsamwan sei̯ laˈitsabews?,Li da bexame la meded?,li da ˈbeʃame la ˈmeded?,"Li la boken, sabers?","li la ˈboken, ˈsei̯bes?",Li ga lightsabers?,li ɡa laˈitsabews?,La da lightsabers?,la da laˈitsabews?
